time_period,phase_type_grouping,pupil_sen_status,primary_need,pupil_count,Need_code,Need_category,AYCode
201718,Total,SEN Support,Severe Learning Difficulty,3297,SLD,Cognition & Learning,2017
201718,Total,SEN Support,"Social, Emotional and Mental Health",173115,SEMH,"Social, Emotional, Mental Health",2017
201718,Total,SEN Support,Specific Learning Difficulty,139907,SPLD,Cognition & Learning,2017
201718,Total,SEN Support,"Speech, Language and Communications needs",216679,SLCN,Communication & Interaction,2017
201718,Total,SEN Support,Visual Impairment,9078,VI,Physical &/or Sensory,2017
201718,Total,Total,Autistic Spectrum Disorder,120992,ASD,Communication & Interaction,2017
201718,Total,Total,Hearing Impairment,21871,HI,Physical &/or Sensory,2017
201718,Total,Total,Missing,6964973,MN,Other,2017
201718,Total,Total,Moderate Learning Difficulty,253251,MLD,Cognition & Learning,2017
201718,Total,Total,Multi- Sensory Impairment,3039,MSI,Physical &/or Sensory,2017
201718,Total,Total,Other Difficulty/Disability,53858,OTH,Other,2017
201718,Total,Total,Physical Disability,35083,PD,Physical &/or Sensory,2017
201718,Total,Total,Profound & Multiple Learning Difficulty,11073,PMLD,Cognition & Learning,2017
201718,Total,Total,SEN support but no specialist assessment of type of need,39272,NSA,No Specific Assessment,2017
201718,Total,Total,Severe Learning Difficulty,32829,SLD,Cognition & Learning,2017
201718,Total,Total,"Social, Emotional and Mental Health",204423,SEMH,"Social, Emotional, Mental Health",2017
201718,Total,Total,Specific Learning Difficulty,148197,SPLD,Cognition & Learning,2017
201718,Total,Total,"Speech, Language and Communications needs",251094,SLCN,Communication & Interaction,2017
201718,Total,Total,Visual Impairment,12368,VI,Physical &/or Sensory,2017
201617,special,EHC plans,Autistic Spectrum Disorder,950,ASD,Communication & Interaction,2016
201617,special,EHC plans,Hearing Impairment,548,HI,Physical &/or Sensory,2016
201617,special,EHC plans,Moderate Learning Difficulty,138,MLD,Cognition & Learning,2016
201617,special,EHC plans,Multi- Sensory Impairment,49,MSI,Physical &/or Sensory,2016
201617,special,EHC plans,Other Difficulty/Disability,44,OTH,Other,2016
201617,special,EHC plans,Physical Disability,337,PD,Physical &/or Sensory,2016
201617,special,EHC plans,Profound & Multiple Learning Difficulty,175,PMLD,Cognition & Learning,2016
201617,special,EHC plans,SEN support but no specialist assessment of type of need,2,NSA,No Specific Assessment,2016
201617,special,EHC plans,Severe Learning Difficulty,188,SLD,Cognition & Learning,2016
201617,special,EHC plans,"Social, Emotional and Mental Health",489,SEMH,"Social, Emotional, Mental Health",2016
201617,special,EHC plans,Specific Learning Difficulty,57,SPLD,Cognition & Learning,2016
201617,special,EHC plans,"Speech, Language and Communications needs",539,SLCN,Communication & Interaction,2016
201617,special,EHC plans,Visual Impairment,155,VI,Physical &/or Sensory,2016
201617,special,No SEN,Missing,18,MN,Other,2016
201617,special,SEN Support,Autistic Spectrum Disorder,14,ASD,Communication & Interaction,2016
201617,special,SEN Support,Hearing Impairment,9,HI,Physical &/or Sensory,2016
201617,special,SEN Support,Moderate Learning Difficulty,1,MLD,Cognition & Learning,2016
201617,special,SEN Support,Other Difficulty/Disability,5,OTH,Other,2016
201617,special,SEN Support,Physical Disability,2,PD,Physical &/or Sensory,2016
201617,special,SEN Support,Profound & Multiple Learning Difficulty,4,PMLD,Cognition & Learning,2016
201617,special,SEN Support,Severe Learning Difficulty,1,SLD,Cognition & Learning,2016
201617,special,SEN Support,"Social, Emotional and Mental Health",10,SEMH,"Social, Emotional, Mental Health",2016
201617,special,SEN Support,Specific Learning Difficulty,10,SPLD,Cognition & Learning,2016
201617,special,SEN Support,"Speech, Language and Communications needs",6,SLCN,Communication & Interaction,2016
201617,special,SEN Support,Visual Impairment,5,VI,Physical &/or Sensory,2016
201617,special,Total,Autistic Spectrum Disorder,964,ASD,Communication & Interaction,2016
201617,special,Total,Hearing Impairment,557,HI,Physical &/or Sensory,2016
201617,special,Total,Missing,18,MN,Other,2016
201617,special,Total,Moderate Learning Difficulty,139,MLD,Cognition & Learning,2016
201617,special,Total,Multi- Sensory Impairment,49,MSI,Physical &/or Sensory,2016
201617,special,Total,Other Difficulty/Disability,49,OTH,Other,2016
201617,special,Total,Physical Disability,339,PD,Physical &/or Sensory,2016
201617,special,Total,Profound & Multiple Learning Difficulty,179,PMLD,Cognition & Learning,2016
201617,special,Total,SEN support but no specialist assessment of type of need,2,NSA,No Specific Assessment,2016
201617,special,Total,Severe Learning Difficulty,189,SLD,Cognition & Learning,2016
201617,special,Total,"Social, Emotional and Mental Health",499,SEMH,"Social, Emotional, Mental Health",2016
201617,special,Total,Specific Learning Difficulty,67,SPLD,Cognition & Learning,2016
201617,special,Total,"Speech, Language and Communications needs",545,SLCN,Communication & Interaction,2016
201617,special,Total,Visual Impairment,160,VI,Physical &/or Sensory,2016
201617,AP,EHC plans,Autistic Spectrum Disorder,206,ASD,Communication & Interaction,2016
201617,AP,EHC plans,Hearing Impairment,2,HI,Physical &/or Sensory,2016
201617,AP,EHC plans,Moderate Learning Difficulty,85,MLD,Cognition & Learning,2016
201617,AP,EHC plans,Other Difficulty/Disability,45,OTH,Other,2016
201617,AP,EHC plans,Physical Disability,7,PD,Physical &/or Sensory,2016
201617,AP,EHC plans,Profound & Multiple Learning Difficulty,4,PMLD,Cognition & Learning,2016
201617,AP,EHC plans,SEN support but no specialist assessment of type of need,11,NSA,No Specific Assessment,2016
201617,AP,EHC plans,Severe Learning Difficulty,5,SLD,Cognition & Learning,2016
201617,AP,EHC plans,"Social, Emotional and Mental Health",1116,SEMH,"Social, Emotional, Mental Health",2016
201617,AP,EHC plans,Specific Learning Difficulty,78,SPLD,Cognition & Learning,2016
201617,AP,EHC plans,"Speech, Language and Communications needs",68,SLCN,Communication & Interaction,2016
201617,AP,EHC plans,Visual Impairment,6,VI,Physical &/or Sensory,2016
201617,AP,No SEN,Missing,3583,MN,Other,2016
201617,AP,SEN Support,Autistic Spectrum Disorder,130,ASD,Communication & Interaction,2016
201617,AP,SEN Support,Hearing Impairment,11,HI,Physical &/or Sensory,2016
201617,AP,SEN Support,Moderate Learning Difficulty,515,MLD,Cognition & Learning,2016
201617,AP,SEN Support,Multi- Sensory Impairment,3,MSI,Physical &/or Sensory,2016
201617,AP,SEN Support,Other Difficulty/Disability,286,OTH,Other,2016
201617,AP,SEN Support,Physical Disability,31,PD,Physical &/or Sensory,2016
201617,AP,SEN Support,Profound & Multiple Learning Difficulty,6,PMLD,Cognition & Learning,2016
201617,AP,SEN Support,SEN support but no specialist assessment of type of need,448,NSA,No Specific Assessment,2016
201617,AP,SEN Support,Severe Learning Difficulty,9,SLD,Cognition & Learning,2016
201617,AP,SEN Support,"Social, Emotional and Mental Health",8504,SEMH,"Social, Emotional, Mental Health",2016
201617,AP,SEN Support,Specific Learning Difficulty,323,SPLD,Cognition & Learning,2016
201617,AP,SEN Support,"Speech, Language and Communications needs",174,SLCN,Communication & Interaction,2016
201617,AP,SEN Support,Visual Impairment,13,VI,Physical &/or Sensory,2016
201617,AP,Total,Autistic Spectrum Disorder,336,ASD,Communication & Interaction,2016
201617,AP,Total,Hearing Impairment,13,HI,Physical &/or Sensory,2016
201617,AP,Total,Missing,3583,MN,Other,2016
201617,AP,Total,Moderate Learning Difficulty,600,MLD,Cognition & Learning,2016
201617,AP,Total,Multi- Sensory Impairment,3,MSI,Physical &/or Sensory,2016
201617,AP,Total,Other Difficulty/Disability,331,OTH,Other,2016
201617,AP,Total,Physical Disability,38,PD,Physical &/or Sensory,2016
201617,AP,Total,Profound & Multiple Learning Difficulty,10,PMLD,Cognition & Learning,2016
201617,AP,Total,SEN support but no specialist assessment of type of need,459,NSA,No Specific Assessment,2016
201617,AP,Total,Severe Learning Difficulty,14,SLD,Cognition & Learning,2016
201617,AP,Total,"Social, Emotional and Mental Health",9620,SEMH,"Social, Emotional, Mental Health",2016
201617,AP,Total,Specific Learning Difficulty,401,SPLD,Cognition & Learning,2016
201617,AP,Total,"Speech, Language and Communications needs",242,SLCN,Communication & Interaction,2016
201617,AP,Total,Visual Impairment,19,VI,Physical &/or Sensory,2016
201617,nursery,EHC plans,Autistic Spectrum Disorder,99,ASD,Communication & Interaction,2016
201617,nursery,EHC plans,Hearing Impairment,10,HI,Physical &/or Sensory,2016
201617,nursery,EHC plans,Moderate Learning Difficulty,14,MLD,Cognition & Learning,2016
201617,nursery,EHC plans,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2016
201617,nursery,EHC plans,Other Difficulty/Disability,29,OTH,Other,2016
201617,nursery,EHC plans,Physical Disability,33,PD,Physical &/or Sensory,2016
201617,nursery,EHC plans,Profound & Multiple Learning Difficulty,31,PMLD,Cognition & Learning,2016
201617,nursery,EHC plans,Severe Learning Difficulty,33,SLD,Cognition & Learning,2016
201617,nursery,EHC plans,"Social, Emotional and Mental Health",16,SEMH,"Social, Emotional, Mental Health",2016
201617,nursery,EHC plans,Specific Learning Difficulty,12,SPLD,Cognition & Learning,2016
201617,nursery,EHC plans,"Speech, Language and Communications needs",79,SLCN,Communication & Interaction,2016
201617,nursery,EHC plans,Visual Impairment,10,VI,Physical &/or Sensory,2016
201617,nursery,No SEN,Missing,37794,MN,Other,2016
201617,nursery,SEN Support,Autistic Spectrum Disorder,499,ASD,Communication & Interaction,2016
201617,nursery,SEN Support,Hearing Impairment,109,HI,Physical &/or Sensory,2016
201617,nursery,SEN Support,Moderate Learning Difficulty,132,MLD,Cognition & Learning,2016
201617,nursery,SEN Support,Multi- Sensory Impairment,17,MSI,Physical &/or Sensory,2016
201617,nursery,SEN Support,Other Difficulty/Disability,179,OTH,Other,2016
201617,nursery,SEN Support,Physical Disability,236,PD,Physical &/or Sensory,2016
201617,nursery,SEN Support,Profound & Multiple Learning Difficulty,62,PMLD,Cognition & Learning,2016
201617,nursery,SEN Support,SEN support but no specialist assessment of type of need,104,NSA,No Specific Assessment,2016
201617,nursery,SEN Support,Severe Learning Difficulty,95,SLD,Cognition & Learning,2016
201617,nursery,SEN Support,"Social, Emotional and Mental Health",380,SEMH,"Social, Emotional, Mental Health",2016
201617,nursery,SEN Support,Specific Learning Difficulty,70,SPLD,Cognition & Learning,2016
201617,nursery,SEN Support,"Speech, Language and Communications needs",3685,SLCN,Communication & Interaction,2016
201617,nursery,SEN Support,Visual Impairment,56,VI,Physical &/or Sensory,2016
201617,nursery,Total,Autistic Spectrum Disorder,598,ASD,Communication & Interaction,2016
201617,nursery,Total,Hearing Impairment,119,HI,Physical &/or Sensory,2016
201617,nursery,Total,Missing,37794,MN,Other,2016
201617,nursery,Total,Moderate Learning Difficulty,146,MLD,Cognition & Learning,2016
201617,nursery,Total,Multi- Sensory Impairment,19,MSI,Physical &/or Sensory,2016
201617,nursery,Total,Other Difficulty/Disability,208,OTH,Other,2016
201617,nursery,Total,Physical Disability,269,PD,Physical &/or Sensory,2016
201617,nursery,Total,Profound & Multiple Learning Difficulty,93,PMLD,Cognition & Learning,2016
201617,nursery,Total,SEN support but no specialist assessment of type of need,104,NSA,No Specific Assessment,2016
201617,nursery,Total,Severe Learning Difficulty,128,SLD,Cognition & Learning,2016
201617,nursery,Total,"Social, Emotional and Mental Health",396,SEMH,"Social, Emotional, Mental Health",2016
201617,nursery,Total,Specific Learning Difficulty,82,SPLD,Cognition & Learning,2016
201617,nursery,Total,"Speech, Language and Communications needs",3764,SLCN,Communication & Interaction,2016
201617,nursery,Total,Visual Impairment,66,VI,Physical &/or Sensory,2016
201617,primary,EHC plans,Autistic Spectrum Disorder,17325,ASD,Communication & Interaction,2016
201617,primary,EHC plans,Hearing Impairment,2564,HI,Physical &/or Sensory,2016
201617,primary,EHC plans,Moderate Learning Difficulty,5400,MLD,Cognition & Learning,2016
201617,primary,EHC plans,Multi- Sensory Impairment,303,MSI,Physical &/or Sensory,2016
201617,primary,EHC plans,Other Difficulty/Disability,2538,OTH,Other,2016
201617,primary,EHC plans,Physical Disability,4987,PD,Physical &/or Sensory,2016
201617,primary,EHC plans,Profound & Multiple Learning Difficulty,1215,PMLD,Cognition & Learning,2016
201617,primary,EHC plans,SEN support but no specialist assessment of type of need,153,NSA,No Specific Assessment,2016
201617,primary,EHC plans,Severe Learning Difficulty,2443,SLD,Cognition & Learning,2016
201617,primary,EHC plans,"Social, Emotional and Mental Health",6740,SEMH,"Social, Emotional, Mental Health",2016
201617,primary,EHC plans,Specific Learning Difficulty,2138,SPLD,Cognition & Learning,2016
201617,primary,EHC plans,"Speech, Language and Communications needs",15401,SLCN,Communication & Interaction,2016
201617,primary,EHC plans,Visual Impairment,1183,VI,Physical &/or Sensory,2016
201617,primary,No SEN,Missing,4056554,MN,Other,2016
201617,primary,SEN Support,Autistic Spectrum Disorder,25169,ASD,Communication & Interaction,2016
201617,primary,SEN Support,Hearing Impairment,8101,HI,Physical &/or Sensory,2016
201617,primary,SEN Support,Moderate Learning Difficulty,142284,MLD,Cognition & Learning,2016
201617,primary,SEN Support,Multi- Sensory Impairment,1512,MSI,Physical &/or Sensory,2016
201617,primary,SEN Support,Other Difficulty/Disability,24063,OTH,Other,2016
201617,primary,SEN Support,Physical Disability,13145,PD,Physical &/or Sensory,2016
201617,primary,SEN Support,Profound & Multiple Learning Difficulty,568,PMLD,Cognition & Learning,2016
201617,primary,SEN Support,SEN support but no specialist assessment of type of need,29160,NSA,No Specific Assessment,2016
201617,primary,SEN Support,Severe Learning Difficulty,1903,SLD,Cognition & Learning,2016
201617,primary,SEN Support,"Social, Emotional and Mental Health",92735,SEMH,"Social, Emotional, Mental Health",2016
201617,primary,SEN Support,Specific Learning Difficulty,58985,SPLD,Cognition & Learning,2016
201617,primary,SEN Support,"Speech, Language and Communications needs",168368,SLCN,Communication & Interaction,2016
201617,primary,SEN Support,Visual Impairment,4721,VI,Physical &/or Sensory,2016
201617,primary,Total,Autistic Spectrum Disorder,42494,ASD,Communication & Interaction,2016
201617,primary,Total,Hearing Impairment,10665,HI,Physical &/or Sensory,2016
201617,primary,Total,Missing,4056554,MN,Other,2016
201617,primary,Total,Moderate Learning Difficulty,147684,MLD,Cognition & Learning,2016
201617,primary,Total,Multi- Sensory Impairment,1815,MSI,Physical &/or Sensory,2016
201617,primary,Total,Other Difficulty/Disability,26601,OTH,Other,2016
201617,primary,Total,Physical Disability,18132,PD,Physical &/or Sensory,2016
201617,primary,Total,Profound & Multiple Learning Difficulty,1783,PMLD,Cognition & Learning,2016
201617,primary,Total,SEN support but no specialist assessment of type of need,29313,NSA,No Specific Assessment,2016
201617,primary,Total,Severe Learning Difficulty,4346,SLD,Cognition & Learning,2016
201617,primary,Total,"Social, Emotional and Mental Health",99475,SEMH,"Social, Emotional, Mental Health",2016
201617,primary,Total,Specific Learning Difficulty,61123,SPLD,Cognition & Learning,2016
201617,primary,Total,"Speech, Language and Communications needs",183769,SLCN,Communication & Interaction,2016
201617,primary,Total,Visual Impairment,5904,VI,Physical &/or Sensory,2016
201617,secondary,EHC plans,Autistic Spectrum Disorder,13767,ASD,Communication & Interaction,2016
201617,secondary,EHC plans,Hearing Impairment,2054,HI,Physical &/or Sensory,2016
201617,secondary,EHC plans,Moderate Learning Difficulty,6996,MLD,Cognition & Learning,2016
201617,secondary,EHC plans,Multi- Sensory Impairment,123,MSI,Physical &/or Sensory,2016
201617,secondary,EHC plans,Other Difficulty/Disability,1708,OTH,Other,2016
201617,secondary,EHC plans,Physical Disability,4032,PD,Physical &/or Sensory,2016
201617,secondary,EHC plans,Profound & Multiple Learning Difficulty,282,PMLD,Cognition & Learning,2016
201617,secondary,EHC plans,SEN support but no specialist assessment of type of need,106,NSA,No Specific Assessment,2016
201617,secondary,EHC plans,Severe Learning Difficulty,1172,SLD,Cognition & Learning,2016
201617,secondary,EHC plans,"Social, Emotional and Mental Health",7782,SEMH,"Social, Emotional, Mental Health",2016
201617,secondary,EHC plans,Specific Learning Difficulty,4689,SPLD,Cognition & Learning,2016
201617,secondary,EHC plans,"Speech, Language and Communications needs",9844,SLCN,Communication & Interaction,2016
201617,secondary,EHC plans,Visual Impairment,1312,VI,Physical &/or Sensory,2016
201617,secondary,No SEN,Missing,2824083,MN,Other,2016
201617,secondary,SEN Support,Autistic Spectrum Disorder,21939,ASD,Communication & Interaction,2016
201617,secondary,SEN Support,Hearing Impairment,7042,HI,Physical &/or Sensory,2016
201617,secondary,SEN Support,Moderate Learning Difficulty,88742,MLD,Cognition & Learning,2016
201617,secondary,SEN Support,Multi- Sensory Impairment,512,MSI,Physical &/or Sensory,2016
201617,secondary,SEN Support,Other Difficulty/Disability,24373,OTH,Other,2016
201617,secondary,SEN Support,Physical Disability,7704,PD,Physical &/or Sensory,2016
201617,secondary,SEN Support,Profound & Multiple Learning Difficulty,142,PMLD,Cognition & Learning,2016
201617,secondary,SEN Support,SEN support but no specialist assessment of type of need,11628,NSA,No Specific Assessment,2016
201617,secondary,SEN Support,Severe Learning Difficulty,848,SLD,Cognition & Learning,2016
201617,secondary,SEN Support,"Social, Emotional and Mental Health",65543,SEMH,"Social, Emotional, Mental Health",2016
201617,secondary,SEN Support,Specific Learning Difficulty,79454,SPLD,Cognition & Learning,2016
201617,secondary,SEN Support,"Speech, Language and Communications needs",33299,SLCN,Communication & Interaction,2016
201617,secondary,SEN Support,Visual Impairment,3913,VI,Physical &/or Sensory,2016
201617,secondary,Total,Autistic Spectrum Disorder,35706,ASD,Communication & Interaction,2016
201617,secondary,Total,Hearing Impairment,9096,HI,Physical &/or Sensory,2016
201617,secondary,Total,Missing,2824083,MN,Other,2016
201617,secondary,Total,Moderate Learning Difficulty,95738,MLD,Cognition & Learning,2016
201617,secondary,Total,Multi- Sensory Impairment,635,MSI,Physical &/or Sensory,2016
201617,secondary,Total,Other Difficulty/Disability,26081,OTH,Other,2016
201617,secondary,Total,Physical Disability,11736,PD,Physical &/or Sensory,2016
201617,secondary,Total,Profound & Multiple Learning Difficulty,424,PMLD,Cognition & Learning,2016
201617,secondary,Total,SEN support but no specialist assessment of type of need,11734,NSA,No Specific Assessment,2016
201617,secondary,Total,Severe Learning Difficulty,2020,SLD,Cognition & Learning,2016
201617,secondary,Total,"Social, Emotional and Mental Health",73325,SEMH,"Social, Emotional, Mental Health",2016
201617,secondary,Total,Specific Learning Difficulty,84143,SPLD,Cognition & Learning,2016
201617,secondary,Total,"Speech, Language and Communications needs",43143,SLCN,Communication & Interaction,2016
201617,secondary,Total,Visual Impairment,5225,VI,Physical &/or Sensory,2016
201617,special,EHC plans,Autistic Spectrum Disorder,28790,ASD,Communication & Interaction,2016
201617,special,EHC plans,Hearing Impairment,819,HI,Physical &/or Sensory,2016
201617,special,EHC plans,Moderate Learning Difficulty,16030,MLD,Cognition & Learning,2016
201617,special,EHC plans,Multi- Sensory Impairment,211,MSI,Physical &/or Sensory,2016
201617,special,EHC plans,Other Difficulty/Disability,1437,OTH,Other,2016
201617,special,EHC plans,Physical Disability,3386,PD,Physical &/or Sensory,2016
201617,special,EHC plans,Profound & Multiple Learning Difficulty,8338,PMLD,Cognition & Learning,2016
201617,special,EHC plans,SEN support but no specialist assessment of type of need,98,NSA,No Specific Assessment,2016
201617,special,EHC plans,Severe Learning Difficulty,25317,SLD,Cognition & Learning,2016
201617,special,EHC plans,"Social, Emotional and Mental Health",12996,SEMH,"Social, Emotional, Mental Health",2016
201617,special,EHC plans,Specific Learning Difficulty,1506,SPLD,Cognition & Learning,2016
201617,special,EHC plans,"Speech, Language and Communications needs",6508,SLCN,Communication & Interaction,2016
201617,special,EHC plans,Visual Impairment,589,VI,Physical &/or Sensory,2016
201617,special,No SEN,Missing,194,MN,Other,2016
201617,special,SEN Support,Autistic Spectrum Disorder,449,ASD,Communication & Interaction,2016
201617,special,SEN Support,Hearing Impairment,30,HI,Physical &/or Sensory,2016
201617,special,SEN Support,Moderate Learning Difficulty,122,MLD,Cognition & Learning,2016
201617,special,SEN Support,Multi- Sensory Impairment,9,MSI,Physical &/or Sensory,2016
201617,special,SEN Support,Other Difficulty/Disability,174,OTH,Other,2016
201617,special,SEN Support,Physical Disability,93,PD,Physical &/or Sensory,2016
201617,special,SEN Support,Profound & Multiple Learning Difficulty,257,PMLD,Cognition & Learning,2016
201617,special,SEN Support,SEN support but no specialist assessment of type of need,97,NSA,No Specific Assessment,2016
201617,special,SEN Support,Severe Learning Difficulty,466,SLD,Cognition & Learning,2016
201617,special,SEN Support,"Social, Emotional and Mental Health",498,SEMH,"Social, Emotional, Mental Health",2016
201617,special,SEN Support,Specific Learning Difficulty,34,SPLD,Cognition & Learning,2016
201617,special,SEN Support,"Speech, Language and Communications needs",111,SLCN,Communication & Interaction,2016
201617,special,SEN Support,Visual Impairment,11,VI,Physical &/or Sensory,2016
201617,special,Total,Autistic Spectrum Disorder,29239,ASD,Communication & Interaction,2016
201617,special,Total,Hearing Impairment,849,HI,Physical &/or Sensory,2016
201617,special,Total,Missing,194,MN,Other,2016
201617,special,Total,Moderate Learning Difficulty,16152,MLD,Cognition & Learning,2016
201617,special,Total,Multi- Sensory Impairment,220,MSI,Physical &/or Sensory,2016
201617,special,Total,Other Difficulty/Disability,1611,OTH,Other,2016
201617,special,Total,Physical Disability,3479,PD,Physical &/or Sensory,2016
201617,special,Total,Profound & Multiple Learning Difficulty,8595,PMLD,Cognition & Learning,2016
201617,special,Total,SEN support but no specialist assessment of type of need,195,NSA,No Specific Assessment,2016
201617,special,Total,Severe Learning Difficulty,25783,SLD,Cognition & Learning,2016
201617,special,Total,"Social, Emotional and Mental Health",13494,SEMH,"Social, Emotional, Mental Health",2016
201617,special,Total,Specific Learning Difficulty,1540,SPLD,Cognition & Learning,2016
201617,special,Total,"Speech, Language and Communications needs",6619,SLCN,Communication & Interaction,2016
201617,special,Total,Visual Impairment,600,VI,Physical &/or Sensory,2016
201617,Total,EHC plans,Autistic Spectrum Disorder,61137,ASD,Communication & Interaction,2016
201617,Total,EHC plans,Hearing Impairment,5997,HI,Physical &/or Sensory,2016
201617,Total,EHC plans,Moderate Learning Difficulty,28663,MLD,Cognition & Learning,2016
201617,Total,EHC plans,Multi- Sensory Impairment,688,MSI,Physical &/or Sensory,2016
201617,Total,EHC plans,Other Difficulty/Disability,5801,OTH,Other,2016
201617,Total,EHC plans,Physical Disability,12782,PD,Physical &/or Sensory,2016
201617,Total,EHC plans,Profound & Multiple Learning Difficulty,10045,PMLD,Cognition & Learning,2016
201617,Total,EHC plans,SEN support but no specialist assessment of type of need,370,NSA,No Specific Assessment,2016
201617,Total,EHC plans,Severe Learning Difficulty,29158,SLD,Cognition & Learning,2016
201617,Total,EHC plans,"Social, Emotional and Mental Health",29139,SEMH,"Social, Emotional, Mental Health",2016
201617,Total,EHC plans,Specific Learning Difficulty,8480,SPLD,Cognition & Learning,2016
201617,Total,EHC plans,"Speech, Language and Communications needs",32439,SLCN,Communication & Interaction,2016
201617,Total,EHC plans,Visual Impairment,3255,VI,Physical &/or Sensory,2016
201617,Total,No SEN,Missing,6922226,MN,Other,2016
201617,Total,SEN Support,Autistic Spectrum Disorder,48200,ASD,Communication & Interaction,2016
201617,Total,SEN Support,Hearing Impairment,15302,HI,Physical &/or Sensory,2016
201617,Total,SEN Support,Moderate Learning Difficulty,231796,MLD,Cognition & Learning,2016
201617,Total,SEN Support,Multi- Sensory Impairment,2053,MSI,Physical &/or Sensory,2016
201617,Total,SEN Support,Other Difficulty/Disability,49080,OTH,Other,2016
201617,Total,SEN Support,Physical Disability,21211,PD,Physical &/or Sensory,2016
201617,Total,SEN Support,Profound & Multiple Learning Difficulty,1039,PMLD,Cognition & Learning,2016
201617,Total,SEN Support,SEN support but no specialist assessment of type of need,41437,NSA,No Specific Assessment,2016
201617,Total,SEN Support,Severe Learning Difficulty,3322,SLD,Cognition & Learning,2016
201617,Total,SEN Support,"Social, Emotional and Mental Health",167670,SEMH,"Social, Emotional, Mental Health",2016
201617,Total,SEN Support,Specific Learning Difficulty,138876,SPLD,Cognition & Learning,2016
201617,Total,SEN Support,"Speech, Language and Communications needs",205643,SLCN,Communication & Interaction,2016
201617,Total,SEN Support,Visual Impairment,8719,VI,Physical &/or Sensory,2016
201617,Total,Total,Autistic Spectrum Disorder,109337,ASD,Communication & Interaction,2016
201617,Total,Total,Hearing Impairment,21299,HI,Physical &/or Sensory,2016
201617,Total,Total,Missing,6922226,MN,Other,2016
201617,Total,Total,Moderate Learning Difficulty,260459,MLD,Cognition & Learning,2016
201617,Total,Total,Multi- Sensory Impairment,2741,MSI,Physical &/or Sensory,2016
201617,Total,Total,Other Difficulty/Disability,54881,OTH,Other,2016
201617,Total,Total,Physical Disability,33993,PD,Physical &/or Sensory,2016
201617,Total,Total,Profound & Multiple Learning Difficulty,11084,PMLD,Cognition & Learning,2016
201617,Total,Total,SEN support but no specialist assessment of type of need,41807,NSA,No Specific Assessment,2016
201617,Total,Total,Severe Learning Difficulty,32480,SLD,Cognition & Learning,2016
201617,Total,Total,"Social, Emotional and Mental Health",196809,SEMH,"Social, Emotional, Mental Health",2016
201617,Total,Total,Specific Learning Difficulty,147356,SPLD,Cognition & Learning,2016
201617,Total,Total,"Speech, Language and Communications needs",238082,SLCN,Communication & Interaction,2016
201617,Total,Total,Visual Impairment,11974,VI,Physical &/or Sensory,2016
201516,special,EHC plans,Autistic Spectrum Disorder,1029,ASD,Communication & Interaction,2015
201516,special,EHC plans,Hearing Impairment,572,HI,Physical &/or Sensory,2015
201516,special,EHC plans,Moderate Learning Difficulty,157,MLD,Cognition & Learning,2015
201516,special,EHC plans,Multi- Sensory Impairment,44,MSI,Physical &/or Sensory,2015
201516,special,EHC plans,Other Difficulty/Disability,18,OTH,Other,2015
201516,special,EHC plans,Physical Disability,350,PD,Physical &/or Sensory,2015
201516,special,EHC plans,Profound & Multiple Learning Difficulty,172,PMLD,Cognition & Learning,2015
201516,special,EHC plans,Severe Learning Difficulty,209,SLD,Cognition & Learning,2015
201516,special,EHC plans,"Social, Emotional and Mental Health",417,SEMH,"Social, Emotional, Mental Health",2015
201516,special,EHC plans,Specific Learning Difficulty,58,SPLD,Cognition & Learning,2015
201516,special,EHC plans,"Speech, Language and Communications needs",533,SLCN,Communication & Interaction,2015
201516,special,EHC plans,Visual Impairment,187,VI,Physical &/or Sensory,2015
201516,special,No SEN,Missing,20,MN,Other,2015
201516,special,SEN Support,Autistic Spectrum Disorder,8,ASD,Communication & Interaction,2015
201516,special,SEN Support,Hearing Impairment,13,HI,Physical &/or Sensory,2015
201516,special,SEN Support,Moderate Learning Difficulty,1,MLD,Cognition & Learning,2015
201516,special,SEN Support,Physical Disability,3,PD,Physical &/or Sensory,2015
201516,special,SEN Support,SEN support but no specialist assessment of type of need,1,NSA,No Specific Assessment,2015
201516,special,SEN Support,"Social, Emotional and Mental Health",10,SEMH,"Social, Emotional, Mental Health",2015
201516,special,SEN Support,Specific Learning Difficulty,6,SPLD,Cognition & Learning,2015
201516,special,SEN Support,"Speech, Language and Communications needs",4,SLCN,Communication & Interaction,2015
201516,special,SEN Support,Visual Impairment,2,VI,Physical &/or Sensory,2015
201516,special,Total,Autistic Spectrum Disorder,1037,ASD,Communication & Interaction,2015
201516,special,Total,Hearing Impairment,585,HI,Physical &/or Sensory,2015
201516,special,Total,Missing,20,MN,Other,2015
201516,special,Total,Moderate Learning Difficulty,158,MLD,Cognition & Learning,2015
201516,special,Total,Multi- Sensory Impairment,44,MSI,Physical &/or Sensory,2015
201516,special,Total,Other Difficulty/Disability,18,OTH,Other,2015
201516,special,Total,Physical Disability,353,PD,Physical &/or Sensory,2015
201516,special,Total,Profound & Multiple Learning Difficulty,172,PMLD,Cognition & Learning,2015
201516,special,Total,SEN support but no specialist assessment of type of need,1,NSA,No Specific Assessment,2015
201516,special,Total,Severe Learning Difficulty,209,SLD,Cognition & Learning,2015
